"Date","TotalKgActiveSubstanceSold","AverageAntibioticsRealPricePerKg","AvrakningsprisKrPerKg","RealAvrakningsprisKrPerKg","headCount","companyCount","ln_AverageAntibioticsRealPricePerKg","ln_TotalKgActiveSubstanceSold","ln_headCount","ln_RealAvrakningsprisKrPerKg","ln_companyCount"
2014-12-01,81.39,2167.97102783023,1699.37,2272.76840465933,1366749,1255,7.6815469989233,4.39925241533895,14.1279454850943,7.7287539289383,7.13489085156588
2015-01-01,70.71,2218.10384523008,1535.06,2053.01721653104,1364923,1250,7.70440798612455,4.25858700561615,14.1266085747537,7.62706580301935,7.13089883029635
2015-02-01,75.555,2139.89029727826,1525.26,2039.91051795117,1363096,1246,7.66850984374782,4.32486086786572,14.1252691410671,7.62066122212679,7.1276936993474
2015-03-01,73.05,2226.71625027299,1545.26,1927.80293165039,1361447,1242,7.70828324570132,4.29114413819671,14.1240586626849,7.56413625607202,7.12447826249342
2015-04-01,76.05,2136.62134477178,1571.26,1960.23946415813,1359621,1237,7.66698104952637,4.3313910187053,14.1227165424041,7.58082192035262,7.12044437239249
2015-05-01,64.485,2305.7421181089,1591.26,1985.19064301024,1357853,1233,7.74315786374672,4.16643263861635,14.1214153338189,7.59347023032833,7.11720550316434
2015-06-01,91.395,2071.78274443338,1621.06,2022.36789949988,1356027,1228,7.63616474480921,4.51519077236857,14.1200696587887,7.61202433134827,7.11314210870709
2015-07-01,68.145,2195.65698863044,1630.93,2034.6813062634,1355884,1230,7.69423659217348,4.22163778787948,14.1199641981005,7.61809447935388,7.11476944836646
2015-08-01,67.335,2175.84118483328,1641.13,2047.40640747797,1355737,1232,7.68517062040113,4.20968016090201,14.1198557758688,7.62432910404899,7.11639414409346
2015-09-01,75.015,2248.281190946,1662.93,2074.60319242677,1355589,1234,7.7179212881315,4.31768809353898,14.1197466041941,7.63752518181211,7.11801620446533
2015-10-01,64.125,2076.76372642765,1706.53,2128.99676232436,1355447,1236,7.63856606026886,4.16083430349093,14.1196418471933,7.66340614414284,7.11963563801764
2015-11-01,67.155,2125.33631911191,1728.33,2156.19354727316,1355299,1238,7.66168533665286,4.20700338036104,14.1195326521598,7.67609969946218,7.12125245324454
2015-12-01,72.795,2095.02284403651,1723.83,2150.57953203144,1355156,1240,7.6473197363715,4.28764727152529,14.1194271348204,7.67349263458176,7.12286665859908
2016-01-01,77.205,2151.46423244002,1660.58,2071.67142891165,1355009,1242,7.67390392766453,4.34646422177283,14.1193186543403,7.63611101402465,7.12447826249342
2016-02-01,67.38,1957.78196346145,1663.88,2075.78837342224,1354862,1244,7.57956746012857,4.21034823797841,14.1192101620909,7.63809629950492,7.12608727329912
2016-03-01,71.955,1914.51292576813,1663.88,2075.78837342224,1354724,1246,7.55721852240573,4.27604092362214,14.1191083015114,7.63809629950492,7.1276936993474
2016-04-01,69.825,1960.90165036394,1673.68,2088.01445105978,1354576,1248,7.58115967214107,4.24599211183124,14.1189990481986,7.64396886998422,7.12929754892937
2016-05-01,91.11,2071.07166114407,1682.68,2099.24248154322,1354433,1250,7.63582146299108,4.51206756772577,14.1188934745367,7.64933183556064,7.13089883029635
2016-06-01,61.47,2053.9228110139,1705.68,2127.93633722315,1354286,1252,7.62750680994493,4.11854925091892,14.1187849361463,7.66290793329558,7.13249755166004
2016-07-01,61.26,2015.7132035627,1705.68,2127.93633722315,1354915,1254,7.60872835893378,4.11512710140463,14.119249279701,7.66290793329558,7.13409372119287
2016-08-01,80.325,2081.19138683843,1705.68,2127.93633722315,1355564,1255,7.64069579085215,4.38608090500192,14.1197281618561,7.66290793329558,7.13489085156588
2016-09-01,68.265,2031.76262578536,1705.68,2127.93633722315,1356214,1257,7.6166589838556,4.22339719013671,14.1202075521398,7.66290793329558,7.13648320859025
2016-10-01,72.09,2042.10968993161,1705.68,2127.93633722315,1356842,1259,7.62173871419259,4.27791533841649,14.1206704987294,7.66290793329558,7.13807303404435
2016-11-01,81.54,2089.53708465081,1705.68,2127.93633722315,1357492,1260,7.64469782982849,4.40109369739111,14.1211494375869,7.66290793329558,7.13886699994552
2016-12-01,57.765,2062.13978628503,1718.48,2143.9050916885,1358120,1262,7.63149945388199,4.05638305593498,14.1216119484398,7.67038425427455,7.14045304310116
2017-01-01,80.4,1990.37635538841,1655.68,2065.55839009288,1358770,1264,7.59607902314774,4.38701417618492,14.1220904367205,7.63315587566644,7.1420365747068
2017-02-01,65.235,2110.18939389227,1632.08,2036.11599904739,1359420,1265,7.65453298258043,4.17799613471771,14.1225686961596,7.6187993500393,7.14282740116162
2017-03-01,74.91,2103.70864931144,1612.08,2011.16482019528,1360006,1267,7.65145708960724,4.31628739295979,14.1229996694672,7.60646934573554,7.14440718032114
2017-04-01,75.06,2007.02585119398,1612.08,2011.16482019528,1360656,1269,7.60440922922857,4.31828779370688,14.1234774943586,7.60646934573554,7.14598446771439
2017-05-01,64.215,2183.53615847714,1633.88,2038.36160514408,1361284,1270,7.68870093265896,4.16223682826502,14.1239389299605,7.61990162941948,7.14677217945264
2017-06-01,81.585,2051.51656826214,1646.68,2054.33035960943,1361934,1272,7.62633458801933,4.40164542154303,14.1244163063677,7.62770521475589,7.14834574390007
2017-07-01,62.055,1998.19602481466,1666.68,2079.28153846154,1364508,1278,7.60000006491383,4.12802108858148,14.1263044820668,7.63977769882495,7.15305163493748
2017-08-01,68.415,2100.3413390873,1666.68,2079.28153846154,1367167,1284,7.64985515292545,4.22559209883177,14.12825127357,7.63977769882495,7.15773548424991
2017-09-01,73.98,2032.95238413635,1666.68,2079.28153846154,1369827,1291,7.61724439187661,4.30379478640431,14.1301950124584,7.63977769882495,7.16317239084664
2017-10-01,69.48,2015.90577495483,1666.68,2079.28153846154,1372401,1297,7.6088238894853,4.2410389413729,14.1320723186167,7.63977769882495,7.16780918431644
2017-11-01,69.705,2026.11948038802,1693.59,2112.85334960705,1375061,1303,7.61387765660777,4.24427205120505,14.1340086517351,7.65579461133009,7.17242457712485
2017-12-01,85.995,1991.68082911558,1702.59,2124.0813800905,1377634,1309,7.59673419895933,4.45428915502846,14.135878092955,7.6610946961714,7.1770187659099
2018-01-01,85.155,2062.00486129162,1652.59,2061.70343296023,1380294,1315,7.63143402213553,4.4444731252908,14.1378070779211,7.63128782928656,7.18159194461187
2018-02-01,69.735,2079.50225470557,1627.59,2030.51445939509,1382954,1322,7.63988384343608,4.24470234381066,14.139732349067,7.61604446820176,7.18690102041163
2018-03-01,84.585,2047.14525383262,1610.59,2009.3059573708,1385356,1327,7.62420154251488,4.43775694592726,14.1414677042857,7.60554464658473,7.19067603433221
2018-04-01,74.37,1998.16200213866,1600.39,1996.58085615623,1388016,1334,7.599983038073,4.30905263471521,14.14338594736,7.5991914246345,7.19593722647557
2018-05-01,85.95,2046.03056153418,1600.39,1996.58085615623,1390589,1340,7.62365688361124,4.45376573182886,14.1452379563612,7.5991914246345,7.20042489294496
2018-06-01,98.88,1994.14252411378,1535.95,1916.18815789474,1393249,1346,7.59796942445381,4.59390699370938,14.1471489876852,7.55809315720328,7.20489251020467
2018-07-01,117.315,1984.26416617999,1528.75,1907.20573350798,1398410,1325,7.59300342725758,4.76486262472168,14.1508464348876,7.55339448311021,7.18916773842032
2018-08-01,120.885,1954.16304556704,1528.75,1907.20573350798,1403744,1303,7.57771727106997,4.79483968044458,14.1546535107603,7.55339448311021,7.17242457712485
2018-09-01,97.68,1934.18168638091,1541.55,1923.17448797333,1409078,1281,7.56743961492086,4.58169682980245,14.1584461477588,7.56173247884802,7.15539630189673
2018-10-01,105.045,1958.0125252377,1541.7,1923.36162181472,1414239,1260,7.5796852200249,4.65438882977559,14.162102135201,7.56182977877512,7.13886699994552
2018-11-01,95.985,1931.58817265006,1550.55,1934.40251845678,1419573,1238,7.56609783089618,4.56419192925953,14.1658666801315,7.56755378179143,7.12125245324454
2018-12-01,91.395,1848.77919145634,1550.7,1934.58965229817,1424734,1217,7.52228080373474,4.51519077236857,14.1694956875938,7.56765051697893,7.10414409298753
2019-01-01,91.725,1999.8206114271,1550.7,1934.58965229817,1430068,1195,7.60081276123286,4.51879497024135,14.1732325535531,7.56765051697893,7.08590146436561
2019-02-01,97.59,1911.96281552103,1550.7,1934.58965229817,1435401,1173,7.55588564547298,4.58077502915337,14.1769548106478,7.56765051697893,7.06731984865348
2019-03-01,94.485,1958.58904079117,1541.7,1923.36162181472,1440218,1154,7.57997961584123,4.548441091742,14.1803050489829,7.56182977877512,7.05098944706805
2019-04-01,92.985,1981.92029862242,1541.7,1923.36162181472,1445552,1132,7.59182150147918,4.53243818982199,14.184001813503,7.56182977877512,7.03174125876313
2019-05-01,90.705,1951.57326149258,1563.2,1950.18413908073,1450713,1111,7.57639112703443,4.50761248239329,14.187565717678,7.57567907739734,7.01301578963963
2019-06-01,84.63,1917.43879836966,1576,1966.15289354608,1456047,1089,7.55874561532378,4.43828881368201,14.1912357874376,7.58383406652665,6.99301512293296
2019-07-01,96.615,1998.95615779361,1616,2016.0552512503,1448810,1094,7.60038040219066,4.57073400866696,14.1862530877915,7.60889803518987,6.99759598298193
2019-08-01,87.99,1998.33980099654,1616,2016.0552512503,1441332,1098,7.60007201531698,4.47722317165747,14.1810782440033,7.60889803518987,7.00124562206948
2019-09-01,83.91,1969.28764033939,1621.4,2022.79206954037,1433853,1103,7.58542715244895,4.42974479588198,14.1758757844269,7.61223404866243,7.0057890192535
2019-10-01,101.505,1986.94491892964,1663.2,2074.94003334127,1426616,1108,7.59435352144773,4.6201080583523,14.1708157642405,7.63768753265263,7.01031186730723
2019-11-01,141.99,1955.9652305178,1697.8,2118.10557275542,1419138,1113,7.57863907462788,4.95575663258627,14.1655602029992,7.65827737041269,7.01481435127554
2019-12-01,111.465,1985.49385602379,1751.2,2184.72522029055,1411901,1118,7.59362295614385,4.71371064027754,14.1604475812628,7.68924534231748,7.01929665371504
2020-01-01,91.095,2169.28663984129,1751.2,2184.72522029055,1404423,1122,7.6821536550882,4.51190291801765,14.1551371002429,7.68924534231748,7.02286808608264
2020-02-01,119.13,1967.25996830285,1774.2,2213.41907597047,1396944,1127,7.58439697452786,4.78021533381127,14.1497975515373,7.70229369219531,7.02731451403978
2020-03-01,168.015,1949.35170273274,1774.2,2213.41907597047,1389949,1132,7.57525213614361,5.12405326113181,14.1447776137863,7.70229369219531,7.03174125876313
2020-04-01,151.665,1970.65985229319,1784,2225.645153608,1382470,1136,7.58612371605131,5.02167414121147,14.139382312324,7.70780210924878,7.0352685992811
2020-05-01,139.08,1957.79178461717,1794.5,2238.74452250536,1375233,1141,7.57957247658662,4.93504930713966,14.1341337292725,7.71367050669649,7.03966034986208
2020-06-01,146.64,1977.04789712065,1811.5,2259.95302452965,1367755,1146,7.58936005004996,4.98798060353145,14.1286812675582,7.72309930644396,7.04403289727469
2020-07-01,153.165,1884.5108530764,1814.5,2263.69570135747,1366374,1150,7.54142357181844,5.03151577167561,14.1276710737324,7.72475402276195,7.0475172213573
2020-08-01,145.005,1907.31472634101,1814.5,2263.69570135747,1364946,1153,7.55345162939332,4.97676822458468,14.1266254253791,7.72475402276195,7.05012252026906
2020-09-01,157.59,1942.93247875279,1814.5,2263.69570135747,1363518,1157,7.57195369774571,5.05999672363398,14.1255786825008,7.72475402276195,7.05358572719368
2020-10-01,152.295,1950.6126012539,1814.5,2263.69570135747,1362137,1161,7.57589875671078,5.0258194294213,14.1245653480045,7.72475402276195,7.05703698169789
2020-11-01,186.195,1893.61598394459,1834.5,2288.64688020957,1360709,1164,7.54624349919953,5.22679451163602,14.1235164453997,7.73571603990416,7.05961762829138
2020-12-01,175.485,1900.83796377851,1824.7,2276.42080257204,1359328,1168,7.55005010149545,5.16755356916767,14.1225010179488,7.73035966505132,7.06304816338817
2021-01-01,167.22,1939.40048917802,1829.36,2282.23442724458,1357900,1172,7.57013417810204,5.11931031072191,14.1214499466869,7.73291025399967,7.06646697013696
2021-02-01,154.26,1862.78672603845,1810.16,2258.28129554656,1356473,1176,7.52982888527139,5.03863949050585,14.1203985067179,7.7223593142519,7.06987412845857
2021-03-01,197.925,1899.26397608028,1810.16,2258.28129554656,1355184,1179,7.54922170909274,5.2878881710575,14.1194477964348,7.7223593142519,7.07242190053737
2021-04-01,149.595,1927.78289160699,1810.16,2258.28129554656,1353756,1183,7.56412586074206,5.00793164252194,14.1183935094205,7.7223593142519,7.07580886397839
2021-05-01,171,1877.98557456861,1810.16,2258.28129554656,1352375,1186,7.53795497846534,5.14166355650266,14.1173728639899,7.7223593142519,7.07834157955767
2021-06-01,170.13,1858.71447174887,1810.16,2258.28129554656,1350947,1190,7.52764038353594,5.13656285069405,14.116316385973,7.7223593142519,7.08170858610557
2021-07-01,144.975,1878.62581108255,1810.16,2258.28129554656,1354399,1189,7.53829583699682,4.9765613137625,14.1188683714665,7.7223593142519,7.08086789669078
2021-08-01,165.105,1945.21436745647,1810.16,2258.28129554656,1357966,1187,7.57312746460993,5.10658163514346,14.1214985499685,7.7223593142519,7.07918439460967
2021-09-01,153.915,1865.29310305212,1829.36,2282.23442724458,1361533,1186,7.53117347954308,5.03640050198228,14.124121828775,7.73291025399967,7.07834157955767
2021-10-01,140.64,1838.04739125996,1829.36,2282.23442724458,1364984,1184,7.51645908672902,4.94620343393687,14.1266532649208,7.73291025399967,7.07665381544395
2021-11-01,171.27,1879.00842590423,1829.36,2282.23442724458,1368551,1183,7.5384994836526,5.14324125864428,14.1292630738492,7.73291025399967,7.07580886397839
2021-12-01,149.34,1733.42005635646,1829.36,2282.23442724458,1372003,1181,7.45785164716317,5.00622558560756,14.1317822738545,7.73291025399967,7.07411681619736
2022-01-01,149.88,1860.07390809955,1829.36,2282.23442724458,1375570,1180,7.52837150145521,5.00983497392549,14.1343787486371,7.73291025399967,7.07326971745971
2022-02-01,126.255,1824.5524856899,1820.36,2271.00639676113,1379137,1179,7.50909002262629,4.83830367133165,14.136968499194,7.72797835881719,7.07242190053737
2022-03-01,143.31,1805.73151993783,1820.36,2271.00639676113,1382358,1177,7.49872106286935,4.96501011606998,14.1393012946259,7.72797835881719,7.07072410726028
2022-04-01,151.2,1768.17858951492,1998.56,2493.32140033341,1385925,1176,7.47770525026527,5.01860346374543,14.1418783447137,7.82137099632642,7.06987412845857
2022-05-01,160.755,1770.28590163631,2097.76,2617.07924743987,1389377,1174,7.4788963388721,5.07988146683307,14.1443660031957,7.86981418385992,7.06817200038804
2022-06-01,152.175,1750.34924430285,2229.36,2781.25800428673,1392944,1173,7.46757061517954,5.02503117437999,14.1469300509488,7.9306586238562,7.06731984865348
2022-07-01,127.98,1737.91302525554,2258.76,2817.93623719933,1385593,1172,7.46044026156713,4.85187400171131,14.1416387648145,7.94376006523291,7.06646697013696
2022-08-01,144.645,1782.99442480741,2282.16,2847.1291164563,1377996,1171,7.48604949099758,4.97428246463046,14.1361408277939,7.95406643800812,7.06561336359772
2022-09-01,144.615,1703.76361481299,2282.16,2847.1291164563,1370400,1170,7.44059497406494,4.97407503878445,14.130613225992,7.95406643800812,7.0647590277918
2022-10-01,125.25,1650.76589202597,2301.76,2871.58127173136,1363049,1169,7.40899463618325,4.83031173996497,14.1252346601425,7.96261812278782,7.06390396147207
2022-11-01,165.255,1676.32661168128,2301.76,2871.58127173136,1355452,1168,7.42436013776104,5.10748973546014,14.1196455360065,7.96261812278782,7.06304816338817
2022-12-01,144.12,1652.1526940977,2317.76,2891.54221481305,1348101,1166,7.40983437965077,4.97064628587989,14.1142074934636,7.96954527711579,7.06133436691044
2023-01-01,146.625,1740.95382705162,2317.76,2891.54221481305,1340505,1165,7.46218841848119,4.98787830697364,14.1085569666027,7.96954527711579,7.0604763659998
2023-02-01,138.75,1803.77917125857,2296.51,2865.03158728269,1332908,1164,7.49763928251923,4.93267375262654,14.1028735795247,7.96033465431762,7.05961762829138
2023-03-01,156.855,1731.39234864598,2287.51,2853.80355679924,1326047,1163,7.45668118960013,5.05532181171866,14.097712894047,7.95640796483365,7.05875815251866
2023-04-01,140.97,1648.96867237643,2287.51,2853.80355679924,1318451,1162,7.4079053244267,4.94854710178283,14.0919681206416,7.95640796483365,7.05789793741186
2023-05-01,157.17,1643.45339650234,2287.51,2853.80355679924,1311099,1161,7.40455503645175,5.05732802208824,14.0863762747689,7.95640796483365,7.05703698169789
2023-06-01,151.98,1574.41710139858,2302.21,2872.14267325554,1303503,1160,7.36164038840781,5.02374893324164,14.080565813849,7.96281360625163,7.05617528410041
2023-07-01,119.235,1550.04816372735,2302.21,2872.14267325554,1306305,1161,7.34604128280301,4.78109633569319,14.082713099072,7.96281360625163,7.05703698169789
2023-08-01,154.485,1554.60382971451,2284.21,2849.68661228864,1309200,1163,7.34897602026569,5.04009700424588,14.0849268216092,7.95496430661611,7.05875815251866
2023-09-01,135.255,1532.53177967229,2284.21,2849.68661228864,1312095,1164,7.33467640473878,4.90716188561998,14.0871356544014,7.95496430661611,7.05961762829138
2023-10-01,140.475,1545.98542473684,2284.21,2849.68661228864,1314897,1166,7.34341680137773,4.94502953699826,14.0892688935301,7.95496430661611,7.06133436691044
2023-11-01,171.72,1522.84508679179,2290.96,2858.10763515123,1317792,1167,7.32833563189233,5.14586524335636,14.0914681667195,7.95791501878528,7.06219163228656
2023-12-01,156.99,1507.00918210411,2290.96,2858.10763515123,1320594,1168,7.31788229157682,5.05618210905223,14.0935921933429,7.95791501878528,7.06304816338817
2024-01-01,164.445,1886.78282490037,2290.96,2858.10763515123,1323489,1170,7.54262844860229,5.10257616779461,14.0957819893189,7.95791501878528,7.0647590277918
2024-02-01,151.62,1933.36109932808,2376.71,2965.08581447964,1326384,1171,7.56701526948469,5.02137739062816,14.0979670005642,7.99466125350192,7.06561336359772
2024-03-01,160.05,1940.3327570186,2376.71,2965.08581447964,1329093,1173,7.57061476158516,5.07548626641587,14.1000073126737,7.99466125350192,7.06731984865348
2024-04-01,203.145,1924.873210403,2376.71,2965.08581447964,1331988,1174,7.56261537982699,5.31392000977544,14.1021831210329,7.99466125350192,7.06817200038804
2024-05-01,161.115,1990.20629197593,2376.71,2965.08581447964,1334790,1176,7.59599357665528,5.08211839571812,14.1042845340722,7.99466125350192,7.06987412845857
2024-06-01,171.495,2000.92469842923,2392.71,2985.04675756132,1337685,1177,7.60136470190623,5.14455411166204,14.1064510659443,8.00137068987867,7.07072410726028
2024-07-01,189.63,1987.01388942577,2392.71,2985.04675756132,1337685,1177,7.59438823267624,5.24507480515232,14.1064510659443,8.00137068987867,7.07072410726028
2024-08-01,163.23,2012.5563837529,2403.96,2999.08179566563,1337685,1177,7.60716102567188,5.09516024916594,14.1064510659443,8.00606145269039,7.07072410726028
2024-09-01,179.82,2005.28053119252,2403.96,2999.08179566563,1337685,1177,7.60353924576011,5.19195635055663,14.1064510659443,8.00606145269039,7.07072410726028
2024-10-01,202.38,1996.06297725831,2403.96,2999.08179566563,1337685,1177,7.59893200810628,5.31014711830161,14.1064510659443,8.00606145269039,7.07072410726028
2024-11-01,184.41,1994.01566584357,2427.01,3027.83802929269,1337685,1177,7.59790580698218,5.21716153958703,14.1064510659443,8.01560412214008,7.07072410726028
2024-12-01,220.44,2075.25905210049,2447.91,3053.91201119314,1337685,1177,7.63784126925817,5.39562554901503,14.1064510659443,8.02417867435932,7.07072410726028
